timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
271051142,1,0,1,0,0,0,0
272062901,1,0,1,0,0,0,0
272568900,1,0,1,0,0,0,0
273074902,1,0,1,0,0,0,0
273581060,1,0,1,0,0,0,0
274087173,1,0,1,0,0,0,0
274592901,1,0,1,0,0,0,0
275098918,1,0,1,0,0,0,0
275604935,1,0,1,0,0,0,0
276111194,1,0,1,0,0,0,0
276617092,1,0,1,0,0,0,0
277122902,1,0,1,0,0,0,0
277628900,1,0,1,0,0,0,0
278134938,1,0,1,0,0,0,0
278641086,1,0,1,0,0,0,0
279147232,1,0,1,0,0,0,0
279652905,1,0,1,0,0,0,0
280158902,1,0,1,0,0,0,0
280664940,1,0,1,0,0,0,0
281171190,1,0,1,0,0,0,0
281677139,1,0,1,0,0,0,0
282182901,1,0,1,0,0,0,0
282688903,1,0,1,0,0,0,0
283194901,1,0,1,0,0,0,0
283701059,1,0,1,0,0,0,0
284207204,1,0,1,0,0,0,0
284712901,1,0,1,0,0,0,0
285218900,1,0,1,0,0,0,0
285724939,1,0,1,0,0,0,0
286231138,1,0,1,0,0,0,0
286737102,1,0,1,0,0,0,0
287242901,1,0,1,0,0,0,0
287748902,1,0,1,0,0,0,0
288254906,1,0,1,0,0,0,0
288761120,1,0,1,0,0,0,0
289267171,1,0,1,0,0,0,0
289751382,1,0,1,0,0,0,0
289762791,1,0,1,0,0,0,0
289773197,1,0,1,0,0,0,0
289883280,1,0,1,0,0,0,0
289982696,1,0,1,0,0,0,0
290081077,1,0,1,0,0,0,0
290180103,1,0,1,0,0,0,0
290279168,1,0,1,0,0,0,0
290378383,1,0,1,0,0,0,0
290477284,1,0,1,0,0,0,0
290576341,1,0,1,0,0,0,0
290675180,1,0,1,0,0,0,0
290774246,1,0,1,0,0,0,0
290873208,1,0,1,0,0,0,0
290983326,1,0,1,0,0,0,0
291082643,1,0,1,0,0,0,0
291181069,1,0,1,0,0,0,0
291280106,1,0,1,0,0,0,0
291379133,1,0,1,0,0,0,0
291478363,1,0,1,0,0,0,0
291577289,1,0,1,0,0,0,0
291676368,1,0,1,0,0,0,0
291775228,1,0,1,0,0,0,0
291874256,1,0,1,0,0,0,0
291984478,1,0,1,0,0,0,0
292083304,1,0,1,0,0,0,0
292182851,1,0,1,0,0,0,0
292282667,1,0,1,0,0,0,0
292381049,1,0,1,0,0,0,0
292480086,1,0,1,0,0,0,0
292579112,1,0,1,0,0,0,0
292678333,1,0,1,0,0,0,0
292777252,1,0,1,0,0,0,0
292975228,1,0,1,0,0,0,0
293074221,1,0,1,0,0,0,0
293173186,1,0,1,0,0,0,0
293283301,1,0,1,0,0,0,0
293371321,1,0,1,0,0,0,0
293481043,1,0,1,0,0,0,0
293580108,1,0,1,0,0,0,0
293679112,1,0,1,0,0,0,0
293778354,1,0,1,0,0,0,0
293877312,1,0,1,0,0,0,0
293976338,1,0,1,0,0,0,0
294075196,1,0,1,0,0,0,0
294174294,1,0,1,0,0,0,0
294284247,1,0,1,0,0,0,0
294383268,1,0,1,0,0,0,0
294482619,1,0,1,0,0,0,0
294581048,1,0,1,0,0,0,0
294779108,1,0,1,0,0,0,0
294878346,1,0,1,0,0,0,0
294977230,1,0,1,0,0,0,0
295076307,1,0,1,0,0,0,0
295175162,1,0,1,0,0,0,0
295274264,1,0,1,0,0,0,0
295373195,1,0,1,0,0,0,0
295483306,1,0,1,0,0,0,0
295582668,1,0,1,0,0,0,0
295681067,1,0,1,0,0,0,0
295780124,1,0,1,0,0,0,0
295879113,1,0,1,0,0,0,0
295978351,1,0,1,0,0,0,0
296077273,1,0,1,0,0,0,0
296176297,1,0,1,0,0,0,0
296374138,1,0,1,0,0,0,0
296583308,1,0,1,0,0,0,0
296682813,1,0,1,0,0,0,0
296781054,1,0,1,0,0,0,0
296880102,1,0,1,0,0,0,0
296979143,1,0,1,0,0,0,0
297078401,1,0,1,0,0,0,0
297177267,1,0,1,0,0,0,0
297276354,1,0,1,0,0,0,0
297375371,1,0,1,0,0,0,0
297474605,1,0,1,0,0,0,0
297573235,1,0,1,0,0,0,0
297683264,1,0,1,0,0,0,0
297782624,1,0,1,0,0,0,0
297881047,1,0,1,0,0,0,0
297980084,1,0,1,0,0,0,0
298178338,1,0,1,0,0,0,0
298277298,1,0,1,0,0,0,0
298377299,1,0,1,0,0,0,0
298476769,1,0,1,0,0,0,0
298575191,1,0,1,0,0,0,0
298674137,1,0,1,0,0,0,0
298773226,1,0,1,0,0,0,0
298883276,1,0,1,0,0,0,0
298982569,1,0,1,0,0,0,0
299081061,1,0,1,0,0,0,0
299180108,1,0,1,0,0,0,0
299279124,1,0,1,0,0,0,0
299378330,1,0,1,0,0,0,0
299477269,1,0,1,0,0,0,0
299576279,1,0,1,0,0,0,0
299675164,1,0,1,0,0,0,0
299774134,1,0,1,0,0,0,0
299873149,1,0,1,0,0,0,0
299983236,1,0,1,0,0,0,0
300082623,1,0,1,0,0,0,0
300181041,1,0,1,0,0,0,0
300280123,1,0,1,0,0,0,0
300379133,1,0,1,0,0,0,0
300478317,1,0,1,0,0,0,0
300577281,1,0,1,0,0,0,0
300676304,1,0,1,0,0,0,0
300775161,1,0,1,0,0,0,0
300874437,1,0,1,0,0,0,0
300973184,1,0,1,0,0,0,0
301083305,1,0,1,0,0,0,0
301182724,1,0,1,0,0,0,0
301281074,1,0,1,0,0,0,0
301380085,1,0,1,0,0,0,0
301479124,1,0,1,0,0,0,0
301578334,1,0,1,0,0,0,0
301677506,1,0,1,0,0,0,0
301776308,1,0,1,0,0,0,0
301875193,1,0,1,0,0,0,0
301974605,1,0,1,0,0,0,0
302073195,1,0,1,0,0,0,0
302183286,1,0,1,0,0,0,0
302282723,1,0,1,0,0,0,0
302381042,1,0,1,0,0,0,0
302480084,1,0,1,0,0,0,0
302579155,1,0,1,0,0,0,0
302876419,1,0,1,0,0,0,0
302975147,1,0,1,0,0,0,0
303074462,1,0,1,0,0,0,0
303173164,1,0,1,0,0,0,0
303283310,1,0,1,0,0,0,0
303382585,1,0,1,0,0,0,0
303481051,1,0,1,0,0,0,0
303580084,1,0,1,0,0,0,0
303679107,1,0,1,0,0,0,0
303778319,1,0,1,0,0,0,0
303877272,1,0,1,0,0,0,0
303976500,1,0,1,0,0,0,0
304075267,1,0,1,0,0,0,0
304174129,1,0,1,0,0,0,0
304273153,1,0,1,0,0,0,0
304383262,1,0,1,0,0,0,0
304483062,1,0,1,0,0,0,0
304681057,1,0,1,0,0,0,0
304780084,1,0,1,0,0,0,0
304879109,1,0,1,0,0,0,0
304978332,1,0,1,0,0,0,0
305077279,1,0,1,0,0,0,0
305176357,1,0,1,0,0,0,0
305275162,1,0,1,0,0,0,0
305374254,1,0,1,0,0,0,0
305473188,1,0,1,0,0,0,0
305583340,1,0,1,0,0,0,0
305682643,1,0,1,0,0,0,0
305781041,1,0,1,0,0,0,0
305880105,1,0,1,0,0,0,0
305979105,1,0,1,0,0,0,0
306078071,1,0,1,0,0,0,0
306375186,1,0,1,0,0,0,0
306474297,1,0,1,0,0,0,0
306573203,1,0,1,0,0,0,0
306683304,1,0,1,0,0,0,0
306782571,1,0,1,0,0,0,0
306881047,1,0,1,0,0,0,0
306980088,1,0,1,0,0,0,0
307079109,1,0,1,0,0,0,0
307178356,1,0,1,0,0,0,0
307277237,1,0,1,0,0,0,0
307376667,1,0,1,0,0,0,0
307475162,1,0,1,0,0,0,0
307574215,1,0,1,0,0,0,0
307673149,1,0,1,0,0,0,0
307783284,1,0,1,0,0,0,0
307882692,1,0,1,0,0,0,0
307981040,1,0,1,0,0,0,0
308080086,1,0,1,0,0,0,0
308179108,1,0,1,0,0,0,0
308278318,1,0,1,0,0,0,0
308289043,1,0,1,0,0,0,0
308796105,1,0,1,0,0,0,0
309302464,1,0,1,0,0,0,0
309807881,1,0,1,0,0,0,0
310270107,1,0,1,0,0,0,0
310776364,1,0,1,0,0,0,0
311282448,1,0,1,0,0,0,0
311787882,1,0,1,0,0,0,0
312293988,1,0,1,0,0,0,0
312800090,1,0,1,0,0,0,0
313306062,1,0,1,0,0,0,0
313812511,1,0,1,0,0,0,0
314317881,1,0,1,0,0,0,0
314824070,1,0,1,0,0,0,0
315330081,1,0,1,0,0,0,0
315836109,1,0,1,0,0,0,0
316342515,1,0,1,0,0,0,0
316430390,1,0,1,0,0,0,0
316441142,1,0,1,0,0,0,0
316474250,1,0,1,0,0,0,0
316573187,1,0,1,0,0,0,0
316683263,1,0,1,0,0,0,0
316782794,1,0,1,0,0,0,0
316881053,1,0,1,0,0,0,0
316980089,1,0,1,0,0,0,0
317079150,1,0,1,0,0,0,0
317178410,1,0,1,0,0,0,0
317277263,1,0,1,0,0,0,0
317376330,1,0,1,0,0,0,0
317475184,1,0,1,0,0,0,0
317772703,1,0,1,0,0,0,0
317981049,1,0,1,0,0,0,0
318080113,1,0,1,0,0,0,0
318179114,1,0,1,0,0,0,0
318278321,1,0,1,0,0,0,0
318377302,1,0,1,0,0,0,0
318476297,1,0,1,0,0,0,0
318575168,1,0,1,0,0,0,0
318674271,1,0,1,0,0,0,0
318784244,1,0,1,0,0,0,0
318883316,1,0,1,0,0,0,0
318982600,1,0,1,0,0,0,0
319081050,1,0,1,0,0,0,0
319180090,1,0,1,0,0,0,0
319279110,1,0,1,0,0,0,0
319378319,1,0,1,0,0,0,0
319576309,1,0,1,0,0,0,0
319675176,1,0,1,0,0,0,0
319774560,1,0,1,0,0,0,0
319873282,1,0,1,0,0,0,0
319983265,1,0,1,0,0,0,0
320082660,1,0,1,0,0,0,0
320181062,1,0,1,0,0,0,0
320280090,1,0,1,0,0,0,0
320379109,1,0,1,0,0,0,0
320478330,1,0,1,0,0,0,0
320577306,1,0,1,0,0,0,0
320676348,1,0,1,0,0,0,0
320775187,1,0,1,0,0,0,0
320874239,1,0,1,0,0,0,0
320973316,1,0,1,0,0,0,0
321072678,1,0,1,0,0,0,0
321182604,1,0,1,0,0,0,0
321281060,1,0,1,0,0,0,0
321380102,1,0,1,0,0,0,0
321479117,1,0,1,0,0,0,0
321578335,1,0,1,0,0,0,0
321677329,1,0,1,0,0,0,0
321776498,1,0,1,0,0,0,0
321875168,1,0,1,0,0,0,0
321974245,1,0,1,0,0,0,0
322073279,1,0,1,0,0,0,0
322183279,1,0,1,0,0,0,0
322282617,1,0,1,0,0,0,0
322381041,1,0,1,0,0,0,0
322480088,1,0,1,0,0,0,0
322579107,1,0,1,0,0,0,0
322678380,1,0,1,0,0,0,0
322777282,1,0,1,0,0,0,0
322876298,1,0,1,0,0,0,0
322975161,1,0,1,0,0,0,0
323074216,1,0,1,0,0,0,0
323173325,1,0,1,0,0,0,0
323283338,1,0,1,0,0,0,0
323382660,1,0,1,0,0,0,0
323481054,1,0,1,0,0,0,0
323580088,1,0,1,0,0,0,0
323679121,1,0,1,0,0,0,0
323778363,1,0,1,0,0,0,0
323877312,1,0,1,0,0,0,0
323976333,1,0,1,0,0,0,0
324075186,1,0,1,0,0,0,0
324383262,1,0,1,0,0,0,0
324482678,1,0,1,0,0,0,0
324581051,1,0,1,0,0,0,0
324680108,1,0,1,0,0,0,0
324779136,1,0,1,0,0,0,0
324878340,1,0,1,0,0,0,0
324977248,1,0,1,0,0,0,0
325076316,1,0,1,0,0,0,0
325175209,1,0,1,0,0,0,0
325274223,1,0,1,0,0,0,0
325373271,1,0,1,0,0,0,0
325483281,1,0,1,0,0,0,0
325582610,1,0,1,0,0,0,0
325681069,1,0,1,0,0,0,0
325780088,1,0,1,0,0,0,0
325879109,1,0,1,0,0,0,0
325978244,1,0,1,0,0,0,0
326077284,1,0,1,0,0,0,0
326275161,1,0,1,0,0,0,0
326374217,1,0,1,0,0,0,0
326473257,1,0,1,0,0,0,0
326583262,1,0,1,0,0,0,0
326682742,1,0,1,0,0,0,0
326781046,1,0,1,0,0,0,0
326880088,1,0,1,0,0,0,0
326979111,1,0,1,0,0,0,0
327078392,1,0,1,0,0,0,0
327177309,1,0,1,0,0,0,0
327276331,1,0,1,0,0,0,0
327375186,1,0,1,0,0,0,0
327474305,1,0,1,0,0,0,0
327573200,1,0,1,0,0,0,0
327672753,1,0,1,0,0,0,0
327782618,1,0,1,0,0,0,0
327881060,1,0,1,0,0,0,0
327980118,1,0,1,0,0,0,0
328079134,1,0,1,0,0,0,0
328178379,1,0,1,0,0,0,0
328277300,1,0,1,0,0,0,0
328376314,1,0,1,0,0,0,0
328475168,1,0,1,0,0,0,0
328574221,1,0,1,0,0,0,0
328673258,1,0,1,0,0,0,0
328783297,1,0,1,0,0,0,0
328882659,1,0,1,0,0,0,0
328981054,1,0,1,0,0,0,0
329080113,1,0,1,0,0,0,0
329179108,1,0,1,0,0,0,0
329278321,1,0,1,0,0,0,0
329377261,1,0,1,0,0,0,0
329575157,1,0,1,0,0,0,0
329674264,1,0,1,0,0,0,0
329773217,1,0,1,0,0,0,0
329883302,1,0,1,0,0,0,0
329982696,1,0,1,0,0,0,0
330081064,1,0,1,0,0,0,0
330180094,1,0,1,0,0,0,0
330279109,1,0,1,0,0,0,0
330378331,1,0,1,0,0,0,0
330477306,1,0,1,0,0,0,0
330576348,1,0,1,0,0,0,0
330675195,1,0,1,0,0,0,0
330774614,1,0,1,0,0,0,0
330873230,1,0,1,0,0,0,0
330983286,1,0,1,0,0,0,0
331082598,1,0,1,0,0,0,0
331170085,1,0,1,0,0,0,0
331280094,1,0,1,0,0,0,0
331379120,1,0,1,0,0,0,0
331478332,1,0,1,0,0,0,0
331577271,1,0,1,0,0,0,0
331676345,1,0,1,0,0,0,0
331775166,1,0,1,0,0,0,0
331874275,1,0,1,0,0,0,0
331973450,1,0,1,0,0,0,0
332083283,1,0,1,0,0,0,0
332182682,1,0,1,0,0,0,0
332281064,1,0,1,0,0,0,0
332380088,1,0,1,0,0,0,0
332479109,1,0,1,0,0,0,0
332578244,1,0,1,0,0,0,0
332677611,1,0,1,0,0,0,0
332776686,1,0,1,0,0,0,0
332875193,1,0,1,0,0,0,0
332974550,1,0,1,0,0,0,0
333084622,1,0,1,0,0,0,0
333183335,1,0,1,0,0,0,0
333283440,1,0,1,0,0,0,0
333382577,1,0,1,0,0,0,0
333481071,1,0,1,0,0,0,0
333581051,1,0,1,0,0,0,0
333680082,1,0,1,0,0,0,0
333779134,1,0,1,0,0,0,0
333878365,1,0,1,0,0,0,0
333977232,1,0,1,0,0,0,0
334076391,1,0,1,0,0,0,0
334175182,1,0,1,0,0,0,0
334274525,1,0,1,0,0,0,0
334384459,1,0,1,0,0,0,0
334483297,1,0,1,0,0,0,0
334582640,1,0,1,0,0,0,0
334681063,1,0,1,0,0,0,0
334780083,1,0,1,0,0,0,0
334879109,1,0,1,0,0,0,0
334978252,1,0,1,0,0,0,0
335077306,1,0,1,0,0,0,0
335176321,1,0,1,0,0,0,0
335275195,1,0,1,0,0,0,0
335375162,1,0,1,0,0,0,0
335474131,1,0,1,0,0,0,0
335584473,1,0,1,0,0,0,0
335782839,1,0,1,0,0,0,0
335882582,1,0,1,0,0,0,0
335981048,1,0,1,0,0,0,0
336080137,1,0,1,0,0,0,0
336179114,1,0,1,0,0,0,0
336279107,1,0,1,0,0,0,0
336378327,1,0,1,0,0,0,0
336477292,1,0,1,0,0,0,0
336576352,1,0,1,0,0,0,0
336675204,1,0,1,0,0,0,0
336774138,1,0,1,0,0,0,0
336884457,1,0,1,0,0,0,0
336983299,1,0,1,0,0,0,0
337082720,1,0,1,0,0,0,0
337181050,1,0,1,0,0,0,0
337280089,1,0,1,0,0,0,0
337379121,1,0,1,0,0,0,0
337577279,1,0,1,0,0,0,0
337676416,1,0,1,0,0,0,0
337775161,1,0,1,0,0,0,0
337874134,1,0,1,0,0,0,0
337973190,1,0,1,0,0,0,0
338083284,1,0,1,0,0,0,0
338182620,1,0,1,0,0,0,0
338281040,1,0,1,0,0,0,0
338380088,1,0,1,0,0,0,0
338479107,1,0,1,0,0,0,0
338578349,1,0,1,0,0,0,0
338677295,1,0,1,0,0,0,0
338776320,1,0,1,0,0,0,0
338875198,1,0,1,0,0,0,0
339282742,1,0,1,0,0,0,0
339381050,1,0,1,0,0,0,0
339480089,1,0,1,0,0,0,0
339579126,1,0,1,0,0,0,0
339678369,1,0,1,0,0,0,0
339777262,1,0,1,0,0,0,0
339876340,1,0,1,0,0,0,0
339975217,1,0,1,0,0,0,0
340074640,1,0,1,0,0,0,0
340173152,1,0,1,0,0,0,0
340283276,1,0,1,0,0,0,0
340382753,1,0,1,0,0,0,0
340481045,1,0,1,0,0,0,0
340580110,1,0,1,0,0,0,0
340679105,1,0,1,0,0,0,0
340778343,1,0,1,0,0,0,0
340877307,1,0,1,0,0,0,0
340977294,1,0,1,0,0,0,0
341076712,1,0,1,0,0,0,0
341175191,1,0,1,0,0,0,0
341274465,1,0,1,0,0,0,0
341384516,1,0,1,0,0,0,0
341472815,1,0,1,0,0,0,0
341582694,1,0,1,0,0,0,0
341670097,1,0,1,0,0,0,0
341780107,1,0,1,0,0,0,0
341879123,1,0,1,0,0,0,0
341978322,1,0,1,0,0,0,0
342077285,1,0,1,0,0,0,0
342176394,1,0,1,0,0,0,0
342275179,1,0,1,0,0,0,0
342374246,1,0,1,0,0,0,0
342473163,1,0,1,0,0,0,0
342583259,1,0,1,0,0,0,0
342682715,1,0,1,0,0,0,0
342781040,1,0,1,0,0,0,0
342881071,1,0,1,0,0,0,0
342980084,1,0,1,0,0,0,0
343079157,1,0,1,0,0,0,0
343178320,1,0,1,0,0,0,0
343277233,1,0,1,0,0,0,0
343376320,1,0,1,0,0,0,0
343475169,1,0,1,0,0,0,0
343574565,1,0,1,0,0,0,0
343673199,1,0,1,0,0,0,0
343783279,1,0,1,0,0,0,0
343882728,1,0,1,0,0,0,0
343981081,1,0,1,0,0,0,0
344080083,1,0,1,0,0,0,0
344179110,1,0,1,0,0,0,0
344278246,1,0,1,0,0,0,0
344377295,1,0,1,0,0,0,0
344477267,1,0,1,0,0,0,0
344576698,1,0,1,0,0,0,0
344675229,1,0,1,0,0,0,0
344774450,1,0,1,0,0,0,0
344874479,1,0,1,0,0,0,0
344973196,1,0,1,0,0,0,0
345083260,1,0,1,0,0,0,0
345182770,1,0,1,0,0,0,0
345281092,1,0,1,0,0,0,0
345381070,1,0,1,0,0,0,0
345480115,1,0,1,0,0,0,0
345579131,1,0,1,0,0,0,0
345678411,1,0,1,0,0,0,0
345777290,1,0,1,0,0,0,0
345876507,1,0,1,0,0,0,0
345975250,1,0,1,0,0,0,0
346074553,1,0,1,0,0,0,0
346173233,1,0,1,0,0,0,0
346283284,1,0,1,0,0,0,0
346382675,1,0,1,0,0,0,0
346481074,1,0,1,0,0,0,0
346580107,1,0,1,0,0,0,0
346679159,1,0,1,0,0,0,0
346778343,1,0,1,0,0,0,0
346976464,1,0,1,0,0,0,0
347075182,1,0,1,0,0,0,0
347174215,1,0,1,0,0,0,0
347482641,1,0,1,0,0,0,0
347581097,1,0,1,0,0,0,0
347680103,1,0,1,0,0,0,0
347779131,1,0,1,0,0,0,0
347878373,1,0,1,0,0,0,0
347977304,1,0,1,0,0,0,0
348076315,1,0,1,0,0,0,0
348175181,1,0,1,0,0,0,0
348274468,1,0,1,0,0,0,0
348384294,1,0,1,0,0,0,0
348483360,1,0,1,0,0,0,0
348583187,1,0,1,0,0,0,0
348682628,1,0,1,0,0,0,0
348781041,1,0,1,0,0,0,0
348881041,1,0,1,0,0,0,0
348980084,1,0,1,0,0,0,0
349079114,1,0,1,0,0,0,0
349178328,1,0,1,0,0,0,0
349277287,1,0,1,0,0,0,0
349376296,1,0,1,0,0,0,0
349475160,1,0,1,0,0,0,0
349574516,1,0,1,0,0,0,0
349684452,1,0,1,0,0,0,0
349783307,1,0,1,0,0,0,0
349882690,1,0,1,0,0,0,0
349981076,1,0,1,0,0,0,0
350080084,1,0,1,0,0,0,0
350179107,1,0,1,0,0,0,0
350278353,1,0,1,0,0,0,0
350377285,1,0,1,0,0,0,0
350476450,1,0,1,0,0,0,0
350575184,1,0,1,0,0,0,0
350675163,1,0,1,0,0,0,0
350774477,1,0,1,0,0,0,0
350884464,1,0,1,0,0,0,0
350983291,1,0,1,0,0,0,0
351082897,1,0,1,0,0,0,0
351182767,1,0,1,0,0,0,0
351281056,1,0,1,0,0,0,0
351380086,1,0,1,0,0,0,0
351479116,1,0,1,0,0,0,0
351578380,1,0,1,0,0,0,0
351677235,1,0,1,0,0,0,0
351776448,1,0,1,0,0,0,0
351875160,1,0,1,0,0,0,0
351974414,1,0,1,0,0,0,0
352073189,1,0,1,0,0,0,0
352183276,1,0,1,0,0,0,0
352282721,1,0,1,0,0,0,0
352381041,1,0,1,0,0,0,0
352480084,1,0,1,0,0,0,0
352579116,1,0,1,0,0,0,0
352678250,1,0,1,0,0,0,0
352777263,1,0,1,0,0,0,0
352876298,1,0,1,0,0,0,0
352975167,1,0,1,0,0,0,0
353074543,1,0,1,0,0,0,0
353173152,1,0,1,0,0,0,0
353283324,1,0,1,0,0,0,0
353382929,1,0,1,0,0,0,0
353482755,1,0,1,0,0,0,0
353581052,1,0,1,0,0,0,0
353680089,1,0,1,0,0,0,0
353779131,1,0,1,0,0,0,0
353878375,1,0,1,0,0,0,0
353977237,1,0,1,0,0,0,0
354076411,1,0,1,0,0,0,0
354142729,1,0,1,0,1,0,0
354175654,1,0,1,0,1,0,0
354274477,1,0,1,0,1,0,0
354384507,1,0,1,0,1,0,0
354483268,1,0,1,0,1,0,0
354583207,1,0,1,0,1,0,0
354682724,1,0,1,0,1,0,0
354781041,1,0,1,0,1,0,0
354881041,1,0,1,0,1,0,0
354980100,1,0,1,0,1,0,0
355079106,1,0,1,0,1,0,0
355178392,1,0,1,0,1,0,0
355475179,1,0,1,0,1,0,0
355574693,1,0,1,0,1,0,0
355684441,1,0,1,0,1,0,0
355783278,1,0,1,0,1,0,0
355882718,1,0,1,0,1,0,0
355981052,1,0,1,0,1,0,0
356081049,1,0,1,0,1,0,0
356180109,1,0,1,0,1,0,0
356279161,1,0,1,0,1,0,0
356378248,1,0,1,0,1,0,0
356477301,1,0,1,0,1,0,0
356576393,1,0,1,0,1,0,0
356675166,1,0,1,0,1,0,0
356774725,1,0,1,0,1,0,0
356873192,1,0,1,0,1,0,0
356983266,1,0,1,0,1,0,0
357082735,1,0,1,0,1,0,0
357181066,1,0,1,0,1,0,0
357280101,1,0,1,0,1,0,0
357379134,1,0,1,0,1,0,0
357478325,1,0,1,0,1,0,0
357577249,1,0,1,0,1,0,0
357677233,1,0,1,0,1,0,0
357776717,1,0,1,0,1,0,0
357875160,1,0,1,0,1,0,0
357974477,1,0,1,0,1,0,0
358074541,1,0,1,0,1,0,0
358173193,1,0,1,0,1,0,0
